id,year,sex,age,marital_status,degree,occ_prestige,num_children,op_working_mother,op_preschool,op_family,op_men_over_work,op_childcare,work_status,hours_worked,ever_worked
3108,2021,Female,1970-1979,Never Married,Bachelors,47,2,Agree,Disagree,Disagree,Disagree,Too Little,Working part time,20-29,Inapplicable
3109,2021,Female,1990-1999,Never Married,Bachelors,61,0,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
3110,2021,Female,1980-1989,Married,Graduate,53,2,Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3111,2021,Male,1950-1959,Married,Associate/Junior College,35,4,NA,NA,NA,NA,Too Much,Working part time,20-29,Inapplicable
3112,2021,Female,1980-1989,Never Married,Bachelors,32,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Working full time,40-49,Inapplicable
3113,2021,NA,Don't Know,Married,Less than High School,31,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Keeping house,More than 89,YES
3114,2021,Male,1970-1979,Divorced,High School,30,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,About Right,Working full time,60-69,Inapplicable
3116,2021,Male,1960-1969,Divorced,Associate/Junior College,41,0,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,About Right,Working full time,40-49,Inapplicable
3117,2021,Female,1980-1989,Married,Graduate,63,2,Strongly Agree,Disagree,Disagree,Disagree,About Right,Keeping house,More than 89,YES
3119,2021,Female,1960-1969,Divorced,Bachelors,39,0,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,About Right,Working full time,40-49,Inapplicable
3120,2021,Female,1970-1979,Divorced,Bachelors,74,2,Agree,Agree,Agree,Disagree,About Right,Working full time,80-89,Inapplicable
3121,2021,Male,1940-1949,Married,High School,48,2,Agree,Disagree,Agree,Disagree,About Right,Retired,More than 89,YES
3122,2021,Male,1950-1959,Married,High School,35,2,Strongly Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
3124,2021,Male,1950-1959,Married,Associate/Junior College,56,2,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
3125,2021,Male,1990-1999,Married,Bachelors,63,0,Agree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
3127,2021,Female,1950-1959,Married,Graduate,69,0,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3128,2021,Female,1970-1979,Never Married,Less than High School,38,2,Disagree,Strongly Agree,Agree,Strongly Disagree,Too Little,Working full time,40-49,Inapplicable
3129,2021,Female,1950-1959,Divorced,High School,35,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3130,2021,Female,1980-1989,Married,High School,28,3,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3131,2021,Male,1950-1959,Married,High School,33,3,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
3132,2021,Female,1980-1989,Never Married,Associate/Junior College,51,0,Agree,Disagree,Agree,Strongly Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3133,2021,Male,1950-1959,Never Married,Bachelors,36,1,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3134,2021,Male,1940-1949,Widowed,Less than High School,46,4,Strongly Disagree,Agree,Strongly Agree,Disagree,Too Little,Retired,More than 89,YES
3136,2021,Female,Don't Know,NA,High School,NA,NA,NA,NA,NA,NA,Too Much,Keeping house,More than 89,NO
3137,2021,Female,1960-1969,Married,Bachelors,47,4,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Much,Working full time,40-49,Inapplicable
3138,2021,Male,1950-1959,Widowed,Bachelors,53,2,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Too Little,Working part time,20-29,Inapplicable
3139,2021,Male,1960-1969,Married,Bachelors,70,2,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
3140,2021,Male,1950-1959,Divorced,High School,31,3,Strongly Agree,Disagree,Agree,Agree,About Right,Working full time,40-49,Inapplicable
3141,2021,Male,1940-1949,Married,Graduate,53,2,Strongly Agree,Strongly Disagree,Disagree,Disagree,Too Much,Retired,More than 89,YES
3142,2021,Female,1980-1989,Married,Bachelors,53,3,NA,NA,NA,NA,Too Much,Working part time,20-29,Inapplicable
3143,2021,Male,1970-1979,Never Married,High School,33,0,Disagree,Agree,Agree,Neither Agree Nor Disagree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3144,2021,Female,1980-1989,Divorced,High School,34,4,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3145,2021,Female,1940-1949,Widowed,Associate/Junior College,40,2,Agree,Disagree,Disagree,Agree,About Right,Retired,More than 89,YES
3146,2021,Female,1960-1969,Divorced,Associate/Junior College,31,4,NA,NA,NA,NA,About Right,Working part time,10-19,Inapplicable
3147,2021,Female,1960-1969,Married,Bachelors,53,2,Agree,Agree,Disagree,Agree,Too Little,Working full time,30-39,Inapplicable
3149,2021,Male,1950-1959,Married,Associate/Junior College,42,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Much,Retired,More than 89,YES
3150,2021,Female,Don't Know,Married,Bachelors,64,2,NA,NA,NA,NA,Too Little,Working part time,30-39,Inapplicable
3151,2021,Female,1960-1969,Married,Graduate,39,2,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3152,2021,Male,Don't Know,Married,Graduate,74,3,NA,NA,NA,NA,Too Much,Retired,More than 89,YES
3153,2021,Male,1940-1949,Widowed,Graduate,74,1,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
3154,2021,Male,1990-1999,Never Married,Graduate,42,0,Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3155,2021,Male,1990-1999,Married,Graduate,39,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3156,2021,Female,1970-1979,Never Married,High School,25,3,NA,NA,NA,NA,Too Little,Working part time,20-29,Inapplicable
3157,2021,Female,1940-1949,Widowed,High School,69,3,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3158,2021,Male,1980-1989,Married,Associate/Junior College,25,0,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3159,2021,Female,1960-1969,Married,Associate/Junior College,57,2,Strongly Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
3160,2021,Male,Don't Know,Married,High School,59,2,Agree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
3161,2021,Male,1950-1959,Divorced,High School,44,3,Disagree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3162,2021,Female,1970-1979,Married,High School,47,3,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working part time,10-19,Inapplicable
3163,2021,Male,1980-1989,Never Married,High School,39,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working part time,20-29,Inapplicable
3164,2021,Female,1950-1959,Married,Graduate,64,5,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3165,2021,Female,1960-1969,Separated,High School,48,3,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
3166,2021,Female,1960-1969,Divorced,High School,35,8 or More,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,30-39,Inapplicable
3167,2021,Female,1980-1989,Married,Bachelors,65,1,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
3168,2021,Female,1940-1949,Married,High School,38,3,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Much,Retired,More than 89,YES
3169,2021,Male,1940-1949,Widowed,High School,48,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3170,2021,Male,1970-1979,Divorced,Bachelors,63,0,NA,NA,NA,NA,About Right,Working part time,30-39,Inapplicable
3171,2021,Female,1960-1969,Divorced,High School,43,2,NA,NA,NA,NA,About Right,Working full time,30-39,Inapplicable
3172,2021,Female,1950-1959,Divorced,Bachelors,35,4,Agree,Strongly Agree,Agree,Agree,Too Little,Keeping house,More than 89,YES
3173,2021,Male,1950-1959,Married,Graduate,33,4,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3174,2021,Female,1930-1939,Widowed,High School,69,0,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
3176,2021,Female,1960-1969,Never Married,High School,31,4,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3177,2021,Male,1950-1959,Married,High School,35,3,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3178,2021,Male,1950-1959,Married,Bachelors,53,1,Disagree,Agree,Agree,Agree,Too Little,Working full time,40-49,Inapplicable
3179,2021,Female,1950-1959,Married,Graduate,61,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3180,2021,Male,1970-1979,Never Married,Less than High School,35,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,50-59,Inapplicable
3181,2021,Male,Don't Know,Married,Bachelors,17,1,NA,NA,NA,NA,Too Much,Retired,More than 89,YES
3182,2021,Male,1950-1959,Married,Graduate,74,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working part time,20-29,Inapplicable
3183,2021,Female,1970-1979,Married,Bachelors,60,NA,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3184,2021,Female,1990-1999,Married,High School,34,3,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
3186,2021,Female,1980-1989,Never Married,Graduate,63,0,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
3187,2021,NA,Don't Know,Married,Graduate,45,3,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3188,2021,Female,1930-1939,Married,High School,35,3,Agree,Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
3189,2021,Female,1970-1979,Never Married,Less than High School,48,1,NA,NA,NA,NA,Too Much,Other,More than 89,YES
3190,2021,Male,1950-1959,Married,Associate/Junior College,50,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3191,2021,Female,1940-1949,Divorced,Bachelors,47,0,NA,NA,NA,NA,Too Little,Working full time,More than 89,Inapplicable
3192,2021,Female,1950-1959,Divorced,High School,32,2,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3193,2021,Female,1980-1989,Married,Bachelors,45,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3194,2021,Female,1960-1969,Divorced,High School,38,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working part time,20-29,Inapplicable
3195,2021,Female,1940-1949,Divorced,Bachelors,64,3,Agree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
3196,2021,Male,2000-2009,Never Married,Less than High School,21,0,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
3197,2021,Female,1930-1939,Widowed,Less than High School,NA,1,Disagree,Disagree,Strongly Agree,Strongly Disagree,Too Little,Keeping house,More than 89,NO
3198,2021,Female,1970-1979,Never Married,Associate/Junior College,NA,3,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
3200,2021,Male,1940-1949,Separated,Bachelors,39,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Too Much,Retired,More than 89,YES
3201,2021,Female,1970-1979,Married,Less than High School,44,4,Disagree,Agree,Agree,Disagree,Too Little,Working full time,50-59,Inapplicable
3202,2021,Female,1970-1979,Never Married,Less than High School,38,1,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,About Right,Working full time,40-49,Inapplicable
3203,2021,Male,Don't Know,Married,Graduate,59,4,Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3204,2021,Male,1970-1979,Never Married,High School,25,NA,Agree,Disagree,Disagree,Disagree,About Right,Other,More than 89,YES
3205,2021,Female,1980-1989,Never Married,Bachelors,48,1,Disagree,Agree,Agree,Disagree,Too Little,Working full time,40-49,Inapplicable
3206,2021,Female,1980-1989,Separated,High School,35,1,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,60-69,Inapplicable
3207,2021,Female,1970-1979,Never Married,High School,34,1,Disagree,Agree,Disagree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3208,2021,Male,1950-1959,Married,High School,35,3,Agree,Disagree,Disagree,Disagree,About Right,Retired,More than 89,YES
3209,2021,Male,1950-1959,Never Married,Less than High School,27,0,Disagree,Agree,Agree,Disagree,Too Little,Retired,More than 89,YES
3210,2021,Female,1950-1959,Married,Graduate,74,2,NA,NA,NA,NA,Too Much,Retired,More than 89,YES
3211,2021,Male,1950-1959,Married,Bachelors,71,0,Disagree,Agree,Disagree,Strongly Disagree,About Right,Other,More than 89,YES
3212,2021,Female,1960-1969,Divorced,Associate/Junior College,53,1,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
3213,2021,Male,1960-1969,Separated,Bachelors,51,2,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3214,2021,Female,1940-1949,Widowed,High School,38,0,Disagree,Disagree,Agree,Disagree,About Right,Working full time,40-49,Inapplicable
3215,2021,Female,Don't Know,Divorced,Bachelors,74,2,Agree,Disagree,Strongly Agree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
3216,2021,Male,1960-1969,Married,Associate/Junior College,38,3,Strongly Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Working full time,60-69,Inapplicable
3217,2021,Male,1960-1969,Divorced,High School,35,1,Strongly Agree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Other,More than 89,YES
3218,2021,Female,1980-1989,Never Married,Graduate,62,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3219,2021,Male,1980-1989,Never Married,Graduate,65,0,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3221,2021,Male,1950-1959,Never Married,Graduate,46,0,Strongly Agree,Disagree,Strongly Disagree,Agree,About Right,Retired,More than 89,YES
3222,2021,Female,1950-1959,Never Married,Graduate,59,0,Agree,Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
3223,2021,Female,1940-1949,Divorced,Associate/Junior College,31,2,Agree,Disagree,Disagree,Disagree,Too Little,Working part time,20-29,Inapplicable
3224,2021,Female,1970-1979,Never Married,Associate/Junior College,32,2,Disagree,Disagree,Strongly Disagree,Strongly Disagree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3225,2021,Male,1980-1989,Never Married,High School,24,4,Agree,Disagree,Agree,Agree,About Right,Working full time,30-39,Inapplicable
3226,2021,Female,1940-1949,Married,High School,31,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3227,2021,Male,2000-2009,Never Married,Less than High School,NA,0,NA,NA,NA,NA,Too Little,Keeping house,More than 89,NO
3228,2021,Male,1930-1939,Married,Graduate,61,0,Agree,Disagree,Disagree,Agree,About Right,Retired,More than 89,YES
3229,2021,Female,1940-1949,Widowed,Less than High School,21,6,Agree,Agree,Agree,Disagree,About Right,Retired,More than 89,YES
3230,2021,Female,1950-1959,Married,High School,48,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3231,2021,Male,1950-1959,Married,Bachelors,60,4,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
3232,2021,Female,1990-1999,Never Married,Bachelors,58,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3233,2021,Male,1950-1959,Married,Bachelors,57,1,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3235,2021,Female,1980-1989,Married,Bachelors,52,2,Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3236,2021,Male,1960-1969,Separated,High School,29,1,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3237,2021,Female,1990-1999,Never Married,High School,39,1,Strongly Agree,Disagree,Agree,Agree,Too Little,Keeping house,More than 89,YES
3238,2021,Female,1970-1979,Divorced,Graduate,59,0,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
3239,2021,Female,1990-1999,Married,Bachelors,64,2,NA,NA,NA,NA,About Right,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
3240,2021,NA,1990-1999,Never Married,NA,39,4,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3242,2021,Male,1970-1979,Divorced,High School,38,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3243,2021,Female,1990-1999,Never Married,High School,21,0,NA,NA,NA,NA,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
3244,2021,Male,1950-1959,Married,Bachelors,59,2,Agree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
3245,2021,Male,1940-1949,Widowed,High School,25,3,Agree,Strongly Agree,Disagree,Strongly Agree,Too Little,Retired,More than 89,YES
3246,2021,Female,1970-1979,Never Married,Associate/Junior College,30,0,Strongly Agree,Disagree,Strongly Disagree,Agree,About Right,Working full time,30-39,Inapplicable
3247,2021,Female,1990-1999,Never Married,Associate/Junior College,36,2,NA,NA,NA,NA,About Right,In school,More than 89,YES
3248,2021,Male,1930-1939,Widowed,Graduate,63,3,Agree,Disagree,Agree,Agree,About Right,Retired,More than 89,YES
3249,2021,Female,1950-1959,Married,Associate/Junior College,64,2,NA,NA,NA,NA,About Right,Working full time,30-39,Inapplicable
3250,2021,Male,1990-1999,Never Married,Graduate,67,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3251,2021,Male,1950-1959,Divorced,Graduate,60,4,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Too Much,Working full time,50-59,Inapplicable
3252,2021,Female,1990-1999,Never Married,High School,69,1,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3253,2021,Female,1960-1969,Never Married,High School,NA,1,Agree,Disagree,Disagree,Disagree,Too Little,Keeping house,More than 89,YES
3254,2021,Male,1990-1999,Never Married,Bachelors,65,0,NA,NA,NA,NA,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3255,2021,Female,1970-1979,Married,High School,36,2,Disagree,Strongly Disagree,Agree,Neither Agree Nor Disagree,About Right,Working part time,10-19,Inapplicable
3256,2021,Male,1950-1959,Married,High School,42,2,Disagree,Agree,Agree,Agree,Too Much,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3257,2021,Male,1980-1989,Married,Bachelors,74,1,Disagree,Disagree,Disagree,Agree,About Right,Working part time,20-29,Inapplicable
3258,2021,Female,1980-1989,Never Married,High School,32,0,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Working part time,20-29,Inapplicable
3259,2021,Female,1970-1979,Separated,High School,35,4,NA,NA,NA,NA,About Right,Working full time,30-39,Inapplicable
3260,2021,Male,1950-1959,Divorced,Bachelors,47,1,Disagree,Agree,Agree,Disagree,Too Much,Retired,More than 89,YES
3261,2021,Female,1930-1939,Widowed,Graduate,61,0,NA,NA,NA,NA,Too Little,Other,More than 89,YES
3262,2021,Female,1970-1979,Divorced,High School,33,1,Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3263,2021,Male,1990-1999,Never Married,Bachelors,48,0,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
3264,2021,Female,1940-1949,Married,High School,39,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3265,2021,Female,Don't Know,Never Married,Bachelors,46,0,Strongly Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3266,2021,Male,1940-1949,Divorced,Graduate,42,1,Strongly Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
3267,2021,Male,1950-1959,Married,Graduate,54,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3268,2021,Male,1970-1979,Separated,High School,31,1,Agree,Disagree,Strongly Disagree,Agree,About Right,Keeping house,More than 89,YES
3269,2021,Male,1990-1999,Never Married,Graduate,NA,0,Agree,Strongly Disagree,Disagree,Disagree,Too Little,In school,More than 89,YES
3270,2021,Male,1980-1989,Never Married,Bachelors,32,1,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3271,2021,Female,1950-1959,Divorced,Bachelors,46,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
3272,2021,Female,1960-1969,Married,Graduate,53,1,Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3273,2021,Female,1960-1969,Never Married,Graduate,47,0,NA,NA,NA,NA,About Right,Working part time,10-19,Inapplicable
3274,2021,Male,1940-1949,Married,Bachelors,60,2,Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
3275,2021,Male,1950-1959,Married,Graduate,61,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
3276,2021,Female,1960-1969,Married,Associate/Junior College,46,3,Disagree,Disagree,Agree,Agree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3278,2021,NA,Don't Know,Married,Bachelors,60,1,Agree,Disagree,Disagree,Agree,About Right,Working part time,30-39,Inapplicable
3280,2021,Male,2000-2009,Never Married,High School,38,0,Disagree,Agree,Agree,Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3281,2021,Male,1970-1979,Married,Bachelors,72,3,Agree,Agree,Strongly Disagree,Agree,Too Much,Working full time,50-59,Inapplicable
3283,2021,Male,1950-1959,Married,Graduate,64,2,Agree,Disagree,Disagree,Disagree,About Right,Retired,More than 89,YES
3284,2021,Female,1960-1969,Divorced,Bachelors,64,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Working full time,40-49,Inapplicable
3285,2021,Male,2000-2009,Never Married,High School,49,0,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3286,2021,Female,1980-1989,Never Married,High School,33,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Too Little,Working full time,30-39,Inapplicable
3287,2021,Male,1960-1969,Married,High School,38,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,60-69,Inapplicable
3288,2021,Male,1980-1989,Never Married,Bachelors,73,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3289,2021,Female,1980-1989,Married,Bachelors,64,2,Agree,Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3291,2021,Female,1960-1969,Married,High School,43,0,NA,NA,NA,NA,About Right,Other,More than 89,YES
3292,2021,Female,1970-1979,Married,High School,38,0,NA,NA,NA,NA,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3293,2021,Female,1960-1969,Married,High School,48,1,Agree,Disagree,Disagree,Agree,Too Little,Working full time,70-79,Inapplicable
3294,2021,Female,1950-1959,Widowed,Bachelors,38,4,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3295,2021,Female,1960-1969,Married,Graduate,52,1,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3297,2021,Male,1940-1949,Married,Bachelors,70,4,NA,NA,NA,NA,Too Little,Working part time,40-49,Inapplicable
3298,2021,Female,1940-1949,Divorced,High School,35,0,Agree,Disagree,Strongly Disagree,Agree,About Right,Retired,More than 89,YES
3299,2021,Male,1940-1949,Divorced,Graduate,69,0,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
3301,2021,Female,1960-1969,Married,Graduate,64,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3302,2021,Female,1990-1999,Never Married,High School,35,3,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3303,2021,Male,1960-1969,Married,Graduate,72,2,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
3305,2021,Female,1980-1989,Married,High School,47,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3307,2021,Female,1960-1969,Married,Bachelors,46,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,50-59,Inapplicable
3308,2021,Male,1980-1989,Married,Bachelors,60,1,Agree,Disagree,Strongly Disagree,Agree,About Right,Working full time,50-59,Inapplicable
3309,2021,Male,1990-1999,Never Married,High School,38,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3310,2021,Female,1990-1999,Never Married,High School,37,0,NA,NA,NA,NA,About Right,In school,More than 89,YES
3311,2021,Female,1950-1959,Never Married,High School,45,0,NA,NA,NA,NA,Too Much,Working part time,50-59,Inapplicable
3312,2021,Female,1980-1989,Married,High School,21,NA,Agree,Disagree,Disagree,Agree,About Right,Working full time,20-29,Inapplicable
3313,2021,Male,1930-1939,Widowed,Graduate,80,3,NA,NA,NA,NA,Too Much,Retired,More than 89,YES
3314,2021,Male,1980-1989,Never Married,Graduate,74,0,Strongly Agree,Agree,Strongly Disagree,Neither Agree Nor Disagree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3315,2021,Female,1980-1989,Never Married,Bachelors,47,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Much,Working full time,40-49,Inapplicable
3316,2021,Female,1980-1989,Married,Bachelors,53,3,NA,NA,NA,NA,Too Much,Working full time,50-59,Inapplicable
3317,2021,Male,2000-2009,Never Married,High School,36,0,NA,NA,NA,NA,Too Little,Working part time,20-29,Inapplicable
3318,2021,Male,1980-1989,Married,Bachelors,48,1,Agree,Agree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3320,2021,Female,1950-1959,Divorced,Bachelors,47,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3321,2021,Male,1960-1969,Married,Graduate,59,3,Agree,Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3322,2021,Male,1990-1999,Married,High School,32,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,70-79,Inapplicable
3323,2021,Female,1980-1989,Married,NA,NA,2,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,YES
3324,2021,Female,1990-1999,Never Married,High School,47,0,Disagree,Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3325,2021,Male,1940-1949,Divorced,High School,32,1,Agree,Strongly Agree,Strongly Agree,Agree,Too Much,Retired,More than 89,YES
3326,2021,Female,1950-1959,Married,High School,51,1,Agree,Disagree,Disagree,Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
